longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,pop_density_dense,pop_density_sparse
-118.26,33.96,0.8505605096078929,-0.4937263294627291,-0.3896882441980342,-0.16163422043493625,-0.3656094177826322,-1.248648342372907,-0.9476318633844271,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.96,0.6906640813567156,-0.4557593869881026,-0.3707571511878293,-0.17298918500160074,-0.3943035623724064,-1.4522576154110183,-1.052730567157476,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.96,1.0904051519846587,-0.46536548086722496,-0.33289496516741957,0.12223989373167662,-0.2977868942068022,-1.2174953591076891,-0.9816343851933547,1.0,0.0,0.0,0.0,1.0,0.0
-118.28,33.95,0.9305087237334815,-0.26409494244751813,-0.003967224115109869,0.6192379582264542,0.05958563386584037,-0.9766171797093479,-1.0012115947197069,1.0,0.0,0.0,0.0,1.0,0.0
-118.28,33.96,1.0904051519846587,-0.6474238315286871,-0.5577016946636025,-0.23937205477594714,-0.6551594222794448,-1.3134389026606914,-0.9342369305506071,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.96,0.8505605096078929,-0.7956321370922894,-0.754111784644478,-0.6498976968015103,-0.8142814968227382,-1.1655100128000861,-0.9569052784232255,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.96,-0.42861091640152527,-0.2919983580011593,0.16877899960300963,0.5301451593187788,0.25783608739518954,-1.3667621071453282,-1.03624449597739,1.0,0.0,0.0,0.0,1.0,0.0
-118.29,33.95,0.5307676531055383,-0.5582243883654079,-0.42045127033961716,-0.07341488034008116,-0.45430041015102524,-1.0097450964739967,-0.9548445195257147,1.0,0.0,0.0,0.0,0.0,1.0
-118.29,33.95,0.29092301072877247,-0.8692788568322275,-0.7919739706648878,-0.52324616894256,-0.7647188834404008,-1.3211475140616962,-1.0537609466062314,1.0,0.0,0.0,0.0,0.0,1.0
-118.29,33.96,0.8505605096078929,-0.5861278039190491,-0.3092310989046635,0.019171753818875644,-0.3499580661882099,-1.3679725502578828,-0.8301686062263134,1.0,0.0,0.0,0.0,0.0,1.0
-118.29,33.95,0.9305087237334815,0.08538390153579098,0.3675554762101608,0.8000439324802661,0.3282671695700899,-1.09014400216051,-0.9239331360630533,1.0,0.0,0.0,0.0,1.0,0.0
-118.29,33.95,0.8505605096078929,-0.4209944758065169,-0.26426975300542693,0.02353904788297738,-0.235181487829113,-1.0871497481452437,-1.0176976658997932,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.94,1.1703533661102474,-0.6497109967380019,-0.5860983341789098,-0.5249930865682007,-0.649942305081304,-0.5637923707960311,-0.8899306142541256,1.0,0.0,0.0,0.0,0.0,1.0
-118.29,33.94,0.4508194389799497,-0.7009434974266545,-0.6192277469467683,-0.3896069705810469,-0.48560311333986983,-0.8546172554703044,-0.8682926458302626,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.95,0.5307676531055383,-0.250829384233492,-0.10808823567123668,0.27247480953677633,-0.029105358502552674,-1.3867025647363573,-1.0135761481047716,1.0,0.0,0.0,0.0,1.0,0.0
-118.27,33.95,1.1703533661102474,-0.6702954836218356,-0.5884647208051854,-0.3206037243682394,-0.527340050924996,-1.1437220367741057,-1.0001812152709515,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.94,0.1310265824775952,-0.7229002834360772,-0.6263269068255952,-0.4926751104938478,-0.6029882502980372,-1.369628946096115,-1.0341837370798792,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.94,0.7706122954823043,-0.9077032323487171,-0.7943403572911635,-0.6656199554322766,-0.8847125789976386,-1.3412153867172047,-1.0537609466062314,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.95,1.0104569378590702,-0.817131490059849,-0.784874810786061,-0.6411631086733068,-0.806455821025527,-1.4438482211553765,-1.08982422731267,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.95,0.9305087237334815,-0.771388185873552,-0.7422798515131,-0.5442091804502484,-0.6916792426664301,-1.144741357289941,-0.9342369305506071,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.95,0.4508194389799497,-0.7476016676966775,-0.6902193457350366,-0.47083864017333915,-0.7308076216524859,-0.8537890575511882,-0.9682394523595347,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.95,0.4508194389799497,-0.6222650142262237,-0.5316714417745708,-0.36165628857079574,-0.5169058165287145,-0.8804825135596264,-1.06303436164503,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.95,0.051078368352006555,-0.47680130691379924,-0.44648152322864887,-0.3363259829990057,-0.4673432031463772,-0.8734746850132584,-0.9630875551157578,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.95,0.5307676531055383,-0.556394656197956,-0.5056411888855391,-0.31012221861439526,-0.595162574500826,-1.6813499013450133,-1.052730567157476,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.94,1.3302497943614247,-0.7050603948034213,-0.761210944523305,-0.5162584984399973,-0.6890706840673597,-0.9088960729385368,-1.0156369070022824,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.95,1.2503015802358362,-0.388974162876109,-0.3825890843192074,-0.12669586792212234,-0.2664841910179576,-1.298212802455401,-0.9816343851933547,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.95,1.2503015802358362,-0.5216297450163703,-0.49854202900671224,-0.3861131353297655,-0.48560311333986983,-1.37733755749712,-1.0032723536172177,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.94,1.2503015802358362,-0.694539434840573,-0.6499907730883513,-0.5948697915938285,-0.662985098076656,-1.2664864514000256,-0.9517533811794485,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.94,0.6906640813567156,-0.740740172068733,-0.6381588399569732,-0.3048814657374732,-0.595162574500826,-1.3017804242608246,-1.004302733065973,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.94,1.0104569378590702,-0.5083641868023442,-0.3068647122783879,-0.028868480886243456,-0.29256977700866144,-1.2911412663767932,-1.0073938714122392,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.94,0.7706122954823043,-0.5980210630074863,-0.524572281895744,-0.31536297149131737,-0.5638598713119813,-1.3311495966233307,-1.052730567157476,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.94,1.2503015802358362,-0.8354288117343678,-0.8487672496955024,-0.6333019793579238,-0.8716697860022866,-1.0681649035378102,-1.0475786699136993,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.93,0.5307676531055383,-0.4845776686254697,-0.32342941866231717,0.1274806466085987,-0.2482242808244649,-1.3919902899122532,-1.0176976658997932,1.0,0.0,0.0,0.0,1.0,0.0
-118.27,33.93,1.0104569378590702,-0.938351246153536,-0.9576210345041805,-0.8516666825630106,-0.9916634815595243,-0.656741660333767,-1.0372748754261454,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.94,0.4508194389799497,-0.8692788568322275,-0.8866294357159122,-0.6813422140630429,-0.8612355516060051,-1.0178996606006796,-1.025940701489836,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.94,0.6906640813567156,-0.7540057302827591,-0.754111784644478,-0.52324616894256,-0.8429756414125124,-1.2819036742020353,-1.0001812152709515,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.93,0.610715867231127,-0.5280338076024519,-0.4038865639556879,-0.16949534975031935,-0.40212923816961754,-1.1834118293594447,-1.0228495631435701,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.93,0.610715867231127,-0.694996867882436,-0.6925857323613123,-0.6455304027374086,-0.7203733872562044,-1.3703934364829917,-0.9950293180271746,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.93,1.0904051519846587,-0.5435865310257929,-0.578999174300083,-0.5817679094015232,-0.5429914025194182,-1.6207640381850494,-0.8981736498441687,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.93,1.0904051519846587,-0.8985545715114577,-0.9292243949888732,-0.7992591537937898,-0.9629693369697501,-0.7496272423392634,-0.842533159611378,1.0,0.0,0.0,0.0,0.0,1.0
-118.26,33.92,0.9305087237334815,-0.7068901269708732,-0.6996848922401391,-0.6429100262989476,-0.6421166292840929,-1.196471873468585,-0.9589660373207363,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.92,0.610715867231127,-0.5289486736861778,-0.4583134563600269,-0.25684123103235407,-0.4621260859482364,-1.2425961268101346,-1.06303436164503,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.94,1.1703533661102474,-0.6003082282168012,-0.46304622961257813,-0.22627017258364193,-0.42038914836311025,-1.2831778248468295,-1.0640647410937853,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.94,0.1310265824775952,-0.3921761941691498,-0.3376277384199708,-0.030615398511884148,-0.3630008591835618,-1.4191934061786091,-1.0187280453485485,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.94,0.8505605096078929,-0.24854221902417717,0.05045966828922915,0.40174671383418775,0.007414461884432697,-1.6117175686070109,-0.9795736262958439,1.0,0.0,0.0,0.0,1.0,0.0
-118.28,33.93,-0.5885073446527025,-0.8116422935574933,-0.6192277469467683,-0.13805083248878686,-0.5847283401045444,-1.4294503188692023,-1.0084242508609946,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.94,0.29092301072877247,-0.5673730492026673,-0.3896882441980342,-0.15115271468109207,-0.3838693279761249,-1.6382836095509696,-1.0073938714122392,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.94,-1.547885914159766,-0.9904986129259146,-0.9694529676355585,-0.8761235293219802,-1.009923391753017,-1.7720057197221197,-1.1403128203016837,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.94,1.2503015802358362,-0.4530147887369248,-0.47724454937023175,-0.21316829039133672,-0.3812607693770545,-0.38088804573582513,-0.9476318633844271,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.93,1.0904051519846587,-0.3308801665595118,-0.1885453809646074,0.054110106331689535,-0.18822743304584608,-0.7382235940683554,-0.974421729052067,1.0,0.0,0.0,0.0,1.0,0.0
-118.29,33.93,1.1703533661102474,-0.2746159024103665,-0.38022269769293177,-0.3406932770631074,-0.38908644517426566,-0.18670748746919116,-0.6395484082065674,1.0,0.0,0.0,0.0,0.0,1.0
-118.29,33.94,1.4901462226126019,-0.3839423994156163,-0.47724454937023175,-0.3826193000784841,-0.44908329295288446,-0.724271644507859,-0.8889002348053702,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.93,1.0104569378590702,-0.770930752831689,-0.6689218660985561,-0.46123059323231536,-0.717764828657134,-1.0482244459467813,-0.7147661079657105,1.0,0.0,0.0,0.0,0.0,1.0
-118.29,33.92,0.9305087237334815,-0.3139551440105819,-0.1861789943383318,0.15281095218038876,-0.17779319864956455,-0.5107239964403532,-0.7394952147358397,1.0,0.0,0.0,0.0,1.0,0.0
-118.29,33.93,1.0104569378590702,-0.7892280745062078,-0.8085386770488171,-0.7302559075809822,-0.8690612274032162,-0.8911853789758976,-0.6580952382841644,1.0,0.0,0.0,0.0,0.0,1.0
-118.27,33.93,0.7706122954823043,-0.250829384233492,-0.09388991591358303,0.188622763506023,-0.08127653048396036,-1.571581823295994,-1.0671558794400515,1.0,0.0,0.0,0.0,1.0,0.0
-118.28,33.92,0.8505605096078929,-0.6163183846820051,-0.6097622004416658,-0.4070761468374538,-0.5847283401045444,-1.3794399060610303,-1.046548290464944,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.93,1.1703533661102474,-1.07603859175429,-1.1019706187069926,-1.00102813955529,-1.1012229427204805,-0.8790172403181131,-1.0444875315674331,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.93,1.3302497943614247,-0.9571060008699178,-1.0120479269085194,-0.8673889411937769,-0.9942720401585947,-0.0594835455864915,-1.0444875315674331,1.0,0.0,0.0,0.0,0.0,1.0
-118.28,33.93,1.889887293240545,-1.1455684141174616,-1.1989924703842927,-1.1940625371885867,-1.1899139350888734,-2.023841594665691,-1.0444875315674331,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.94,1.2503015802358362,-0.5298635397699037,-0.5387706016533976,-0.43764720528616596,-0.493428789137081,-0.8558276985828589,-0.9496926222819378,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.94,1.1703533661102474,-0.6899651044219433,-0.3825890843192074,-0.11883473860673922,-0.4360404999575325,-1.613883624703161,-1.0372748754261454,1.0,0.0,0.0,0.0,0.0,1.0
-118.23,33.95,0.6906640813567156,0.020885842633112203,0.3107621971795462,1.2437610093930025,0.47434645111803136,-1.9071293956025432,-1.0764292944788498,1.0,0.0,0.0,0.0,1.0,0.0
-118.24,33.95,0.9305087237334815,-0.6533704610729056,-0.6144949736942171,-0.2018133258246722,-0.561251312712911,-1.4822638630959213,-1.0558217055037422,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.95,0.6906640813567156,-0.9022140358463614,-0.9292243949888732,-0.6883298845656056,-0.9238409579836943,-1.3999537314422168,-0.9733913496033116,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.95,0.610715867231127,-0.13967315506079028,0.007864709016268179,0.4340646899085406,0.015240137681643848,-1.5459713953356307,-0.974421729052067,1.0,0.0,0.0,0.0,1.0,0.0
-118.24,33.95,-0.5885073446527025,-0.6227224472680867,-0.46777900286512936,-0.23937205477594714,-0.49864590633522177,-1.7238428253488993,-0.869323025279018,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.95,0.6906640813567156,-0.9973601085538591,-0.9812849007669366,-0.918049552337357,-1.051660329338143,-1.290313068457677,-1.0486090493624547,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.95,-0.268714488150348,-0.8496092360321198,-0.8038059037962659,-0.5590579802681942,-0.7334161802515563,-1.6170690013151463,-0.9476318633844271,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.93,0.9305087237334815,-0.7530908641990331,-0.6381588399569732,-0.3258444772451615,-0.6029882502980372,-1.712311762013512,-1.0764292944788498,1.0,0.0,0.0,0.0,0.0,1.0
-118.25,33.93,0.610715867231127,-0.07746226136742636,0.4598445546349096,1.0681957880161126,0.4326095135329053,-1.7499629135671801,-0.9476318633844271,1.0,0.0,0.0,0.0,1.0,0.0
-118.25,33.93,1.0904051519846587,-0.8244504187296565,-0.7257151451291708,-0.4734590166118002,-0.7125477114589932,-1.6194898875402552,-1.098067262902713,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.94,0.6906640813567156,-0.801578766636508,-0.7067840521189659,-0.3503013240041312,-0.6995049184636413,-1.0681649035378102,-1.1104318162877775,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.94,0.4508194389799497,-0.8349713786925048,-0.8511336363217781,-0.6708607083091986,-0.9316666337809054,-1.0191738112454736,-1.068186258888807,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.93,0.6906640813567156,-0.7293043460221587,-0.6665554794722806,-0.5389684275733262,-0.6603765394775856,-1.3782931704807155,-1.0887938478639145,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.93,0.29092301072877247,-0.8427477404041753,-0.8014395171699903,-0.5066504514989734,-0.7360247388506267,-1.6654230182850858,-1.052730567157476,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.94,1.0904051519846587,-1.0252635241075003,-1.0262462466661733,-0.8997069172681297,-1.0464432121400022,-1.7240339479456184,-1.0506698082599653,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.94,0.8505605096078929,-0.6433069341519203,-0.6310596800781464,-0.20093986701185187,-0.616031043293389,-1.24578150342212,-0.9939989385784193,1.0,0.0,0.0,0.0,0.0,1.0
-118.23,33.94,0.8505605096078929,-0.6771569792497801,-0.6665554794722806,-0.11184706810417644,-0.6968963598645709,-1.0562515950089846,-1.04963942881121,1.0,0.0,0.0,0.0,0.0,1.0
-118.23,33.94,0.5307676531055383,-0.7004860643847916,-0.6452579998358,-0.08913713897084742,-0.6212481604915298,-0.9657868992285973,-0.9723609701545562,1.0,0.0,0.0,0.0,0.0,1.0
-118.24,33.94,0.1310265824775952,-0.7691010206642371,-0.7777756509072342,-0.3232241008067005,-0.7751531178366824,-1.5345677470647228,-1.0300622192848576,1.0,0.0,0.0,0.0,0.0,1.0
-118.23,33.93,0.610715867231127,-0.9699141260420809,-0.9860176740194878,-0.8333240474937833,-0.9994891573567354,-1.514117629215776,-1.0815811917226268,1.0,0.0,0.0,0.0,0.0,1.0
-118.23,33.93,0.8505605096078929,-0.25448884856839576,-0.018165543872763527,0.5013210184957073,0.08827977845561459,-1.8022030900037418,-0.8971432703954133,1.0,0.0,0.0,0.0,1.0,0.0
-118.24,33.93,0.29092301072877247,-0.7128367565150918,-0.6097622004416658,-0.3922273470195079,-0.6473337464822336,-1.769967078690449,-1.0640647410937853,1.0,0.0,0.0,0.0,0.0,1.0
-118.46,34.05,-0.268714488150348,0.6658664316599,1.4466277777918388,0.24277720990088453,1.3456050232075394,0.060796275282079836,1.499519327409608,1.0,0.0,0.0,0.0,1.0,0.0
-118.46,34.05,-0.5885073446527025,0.4655107593239191,1.094036170476773,0.04188168295220467,1.2569140308391464,0.6007813185458566,2.0147090517872996,1.0,0.0,0.0,0.0,0.0,1.0
-118.44,34.07,-0.5885073446527025,-0.8651619594554608,-0.6547235463409025,-0.4158107349656573,-0.7229819458552748,-1.0356103545633188,1.6283167585040308,1.0,0.0,0.0,0.0,0.0,1.0
-118.45,34.07,-1.2280930576574116,0.7605550713255348,2.1589101523007974,2.0656857522569494,1.9586162939890797,-1.5061541876858124,1.6283167585040308,1.0,0.0,0.0,0.0,1.0,0.0
-118.45,34.07,-0.7484037729038798,1.017175007810661,2.5304328526260678,2.01764551755183,2.7072726119222796,-1.3338253129773985,1.6283167585040308,1.0,0.0,0.0,0.0,1.0,0.0
-118.44,34.05,-1.0681966294062344,1.2564124887049943,1.827616024622212,0.7231795569520755,1.906445122007672,1.295193419958689,1.2852004020684884,1.0,0.0,0.0,0.0,1.0,0.0
-118.43,34.05,-0.3486627022759366,0.5537953364034723,0.9686176792841656,0.15019057574192773,1.022143756922812,0.18515337821399255,2.9399897967696336,1.0,0.0,0.0,0.0,1.0,0.0
-118.44,34.05,-0.6684555587782911,1.519436487776202,2.3624194021604996,0.917960872211013,2.4203311660245377,0.27867603554188597,1.1646460065641084,1.0,0.0,0.0,0.0,1.0,0.0
-118.43,34.04,1.889887293240545,-0.08981295349772656,-0.24770504662149764,-0.4184311114041183,-0.2325729292300426,1.390117642995856,3.1192758208530704,1.0,0.0,0.0,0.0,0.0,1.0
-118.45,34.05,-0.028869845773582082,-0.83268421348319,-0.33289496516741957,-0.44114104053744735,-0.2482242808244649,-0.9487132805883551,-0.10993337154630052,1.0,0.0,0.0,0.0,0.0,1.0
-118.45,34.04,-0.5085591305271139,0.3191321859277687,1.1957907954066243,0.3554533967547093,1.14474601107912,-0.00596921850513561,0.9410536661841903,1.0,0.0,0.0,0.0,1.0,0.0
-118.45,34.04,-0.42861091640152527,0.5258919208498312,1.8489135042586924,0.5152963595008329,1.9299221493993053,-0.5789547634690819,0.8812916581563781,1.0,0.0,0.0,0.0,1.0,0.0
-118.46,34.05,-0.268714488150348,1.9581147749227905,3.7822513779258653,1.4804683476673166,3.5028829846387466,-0.6534925761895418,2.246544427757261,1.0,0.0,0.0,0.0,1.0,0.0
-118.45,34.05,-0.42861091640152527,0.6759299585808853,1.7684563589653217,0.5781853940238979,1.8673167430216162,0.04983857973684982,0.8555321719374935,1.0,0.0,0.0,0.0,1.0,0.0
-118.46,34.04,-0.7484037729038798,0.4119910934259516,1.1744933157701436,0.33099654999573963,1.241262679244724,-0.26143642278637,1.499519327409608,1.0,0.0,0.0,0.0,1.0,0.0
-118.47,34.04,-0.5885073446527025,1.1068318840158031,2.251199230725546,1.1162360227212318,2.396854138632904,-0.09120989664186678,0.7916486461146598,1.0,0.0,0.0,0.0,1.0,0.0
-118.45,34.04,-0.7484037729038798,0.3241639493882614,1.1129672634869778,0.34584534981368553,1.0795320461023605,-0.42006817806324664,2.0796229570588887,1.0,0.0,0.0,0.0,1.0,0.0
-118.46,34.04,-0.268714488150348,-0.21926650434494707,0.42198236861449984,-0.0445907395170097,0.5160833887031575,-0.42669376141617643,1.370721896315185,1.0,0.0,0.0,0.0,0.0,1.0
-118.46,34.04,-0.268714488150348,0.06708657986127219,0.7343454032828803,0.10215034103680863,0.7378108696241401,0.013334163763496337,1.7313547033795693,1.0,0.0,0.0,0.0,1.0,0.0
-118.46,34.04,-0.908300201155057,0.04924669122861635,0.8455655747178339,-0.03236231613752485,0.6699883460483101,-0.35241077882467525,2.3578254082228423,1.0,0.0,0.0,0.0,0.0,1.0
-118.46,34.04,0.21097479660318383,-0.00015607729258441955,0.3959521157254681,0.16678629318551433,0.44826086512732755,-0.24824896361275042,1.6087395489776786,1.0,0.0,0.0,0.0,1.0,0.0
-118.45,34.04,-0.5885073446527025,0.09041566499628366,0.25633530477520716,-0.00528509294009408,0.23957617720169685,0.17343119228188603,1.7334154622770799,1.0,0.0,0.0,0.0,0.0,1.0
-118.45,34.03,1.3302497943614247,-0.8665342585810497,-0.8795302758370854,-0.8044999066707118,-0.8508013172097235,-0.6522821330769873,1.1131270341263393,1.0,0.0,0.0,0.0,0.0,1.0
-118.45,34.03,0.8505605096078929,-0.44112152964848755,-0.32579580528859275,-0.4455083346015491,-0.3603923005844914,0.06665736824813309,1.4871547740245434,1.0,0.0,0.0,0.0,0.0,1.0
-118.44,34.04,1.650042650863779,-1.184450222675814,-1.2605185226674585,-1.2464700659578074,-1.289039161853548,-0.9487132805883551,0.3403424475598019,1.0,0.0,0.0,0.0,0.0,1.0
-118.44,34.04,-0.9882484152806457,-1.1908542852618955,-1.2628849092937342,-1.2560781128988314,-1.2968648376507592,-2.0008431755271556,1.6283167585040308,1.0,0.0,0.0,0.0,0.0,1.0
-118.44,34.04,0.21097479660318383,0.022258141758701114,0.2894647175430657,0.08206078834194064,0.33870140396637144,-0.38560240312156385,1.6056484106314124,1.0,0.0,0.0,0.0,1.0,0.0
-118.43,34.04,1.889887293240545,-0.3839423994156163,-0.5482361481585001,-0.6167062619143372,-0.5064715821324329,1.031253113889573,3.0203593937725537,1.0,0.0,0.0,0.0,0.0,1.0
-118.42,34.04,1.4101980084870134,-0.5092790528860701,-0.6239605201993196,-0.7005583079450904,-0.595162574500826,0.7952804144736894,2.24448366885975,1.0,0.0,0.0,0.0,0.0,1.0
-118.43,34.04,1.0904051519846587,0.047416959061164464,0.06939076129943403,-0.2847919130426052,0.0387171650732773,0.5775917768106029,2.426860831289453,1.0,0.0,0.0,0.0,0.0,1.0
-118.39,34.05,0.5307676531055383,-0.07471766311624854,0.08595546768336329,-0.3441871123143888,0.13784239183795188,0.2240149728802153,2.2723039139761454,1.0,0.0,0.0,0.0,0.0,1.0
-118.39,34.05,-0.268714488150348,0.08812849978696881,0.3817537959678145,-0.26382890153491684,0.4091324861412718,0.21573299368905308,2.7617341521349523,1.0,0.0,0.0,0.0,0.0,1.0
-118.39,34.04,1.2503015802358362,-0.34231599260608603,-0.6002966539365635,-0.7040521431963719,-0.5690769885101221,1.2221845880119826,2.775129084968772,1.0,0.0,0.0,0.0,0.0,1.0
-118.38,34.04,0.5307676531055383,-0.17581036536796493,0.12381765370377304,0.3082866208624106,0.10914824724817766,-0.8795269005760308,0.16208680292512065,1.0,0.0,0.0,0.0,1.0,0.0
-118.38,34.04,0.21097479660318383,0.10276635712658384,0.4432798482509803,0.5930341938418437,0.44565230652825716,-0.6078142755736702,0.6412132465963738,1.0,0.0,0.0,0.0,1.0,0.0
-118.38,34.04,1.3302497943614247,-0.8482369369065309,-0.9694529676355585,-1.036839950880924,-0.9994891573567354,1.664569691884524,1.529400331423514,1.0,0.0,0.0,0.0,0.0,1.0
-118.38,34.04,0.610715867231127,0.1754982107827961,0.5474008598071072,0.5353859121957009,0.6699883460483101,-1.0403247119490573,1.2068915639630793,1.0,0.0,0.0,0.0,1.0,0.0
-118.38,34.04,0.8505605096078929,-0.00335810858562521,0.06939076129943403,0.1956104340085858,0.1352338332388815,-0.17224587765077712,0.8204992706798105,1.0,0.0,0.0,0.0,1.0,0.0
-118.39,34.04,1.0104569378590702,-1.152887342787269,-1.2226563366470489,-1.1844544902475629,-1.2290423140749291,0.28562015655601425,0.46913987865422485,1.0,0.0,0.0,0.0,0.0,1.0
-118.39,34.04,1.889887293240545,-0.5165979815558777,-0.6215941335730439,-0.6769749199989411,-0.5534256369156998,0.6765295743788711,1.529400331423514,1.0,0.0,0.0,0.0,0.0,1.0
-118.39,34.04,1.650042650863779,-0.6364454385239757,-0.6168613603204928,-0.6743545435604801,-0.6055968088971075,0.1446990952417771,1.1986485283730361,1.0,0.0,0.0,0.0,0.0,1.0
-118.39,34.03,-0.028869845773582082,-0.4113883819273945,-0.008699997367661088,-0.24461280765286922,-0.05258238589418613,-0.28914919931064387,0.41762090621645565,1.0,0.0,0.0,0.0,0.0,1.0
-118.39,34.03,-0.268714488150348,0.375396450076914,1.2076227285380021,0.3921386668931639,1.07692348750329,-0.3945214576351232,1.3130206471848835,1.0,0.0,0.0,0.0,1.0,0.0
-118.4,34.03,-0.3486627022759366,-0.6954543009242989,-0.524572281895744,-0.8298302122425019,-0.5586427541138406,-0.28953144450408214,1.3130206471848835,1.0,0.0,0.0,0.0,0.0,1.0
-118.4,34.03,1.1703533661102474,-0.738910439901281,-0.8014395171699903,-0.8044999066707118,-0.7881959108320343,1.841294386317478,1.8632432728202584,1.0,0.0,0.0,0.0,0.0,1.0
-118.41,34.03,-0.18876627402475935,0.8026389111769281,2.021659727976812,0.8681737198802532,1.9533991767909389,-0.5318748971439367,1.3944206236365588,1.0,0.0,0.0,0.0,1.0,0.0
-118.4,34.02,-0.7484037729038798,2.1388008264586635,4.238963996797058,2.1215871162774516,4.285450564359862,-0.3571888437426535,1.1131270341263393,1.0,0.0,0.0,0.0,1.0,0.0
-118.4,34.02,-0.10881805989917072,-0.9635100634559994,-0.8014395171699903,-0.9119353406476145,-0.7125477114589932,-0.804734257726612,-0.07799160863488364,1.0,0.0,0.0,0.0,0.0,1.0
-118.41,34.03,-0.3486627022759366,0.49844593833805295,1.5436496294691386,0.2820828564778002,1.6847176410866893,-0.32648181320311354,1.80039012644618,1.0,0.0,0.0,0.0,1.0,0.0
-118.41,34.02,-0.3486627022759366,-0.00518784075307709,0.511905060412973,-0.10398593878879332,0.49782347850966485,-0.11115035423289582,0.9204460772090827,1.0,0.0,0.0,0.0,0.0,1.0
-118.41,34.02,-0.9882484152806457,1.4654593888363716,3.1385942155788995,1.7023268861236849,3.2628955935242714,-0.36961181252939707,1.319202923877416,1.0,0.0,0.0,0.0,1.0,0.0
-118.39,34.03,-0.7484037729038798,-0.5358101693141224,-0.07259243627710255,-0.6070982149733133,-0.167358964253283,-0.3409434230215276,-1.4113026153243495,1.0,0.0,0.0,0.0,0.0,1.0
-118.4,34.03,-1.2280930576574116,1.6150399935255628,3.4036295177217677,1.7084410978134272,3.505491543237817,-0.17256441531197567,0.8555321719374935,1.0,0.0,0.0,0.0,1.0,0.0
-118.38,34.03,0.610715867231127,-0.23802125906132884,0.06939076129943403,0.2750951859752374,0.06741130966305152,-0.4728817222899657,0.31046144354589583,1.0,0.0,0.0,0.0,1.0,0.0
-118.39,34.03,0.8505605096078929,-0.5742345448306119,-0.3896882441980342,-0.17822993787852284,-0.34213239039099874,0.027986896178629497,0.40113483503636954,1.0,0.0,0.0,0.0,0.0,1.0
